西斯达,石,木,肉,鱼,米,126,28,4.50,26,41,38,22,150,11,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,1,1,4,101716,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,5
多瑞里,鱼,串,米,饮用水,碳火,127,23,4.50,32,38,29,22,250,-1,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101707,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,0
贝瑞里,鱼,串,米,饮用水,碳火,128,23,4.50,27,37,31,25,150,11,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101708,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,0
贝路卡,石,皮,线,肉,鱼,129,27,4.50,29,44,31,27,250,-1,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,5,101711,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,8
奇路卡,石,皮,线,肉,鱼,130,27,4.50,29,41,32,27,250,-1,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,4,101712,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,8
奇肯沃,石,木,皮,骨,牙,131,21,4.50,29,51,19,29,150,11,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101717,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,16
奇肯克奈,石,木,皮,骨,牙,132,21,4.50,25,43,27,30,150,11,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101718,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,16
史克杰,木,牙,叶,骨,黏土,133,27,4.50,25,33,20,47,200,11,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101709,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
史菲洛,木,牙,叶,骨,黏土,134,27,4.50,20,36,16,50,200,11,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101710,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
史奈克特,砂糖,豆,蜥蜴,,,135,29,4.50,25,46,25,32,150,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101722,1,1,,700,700,,700,700,,700,700,,,,,,,,28
葛利斯奈,砂糖,豆,蜥蜴,,,136,29,4.50,25,50,21,32,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101721,1,1,,700,700,,700,700,,700,700,,,,,,,,28
情兽,饮用水,豆,肉,碳火,卵,137,25,4.50,30,45,30,30,300,-5,0,0,50,50,0,0,0,0,0,0,1,2,152,613,543,615,10,2,1,1,6,101714,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
爱丽,,,,,,138,180,8.00,50,25,25,25,100,0,0,100,0,0,0,0,0,0,0,0,1,3,12,61,503,501,312,0,5,0,7,100812,0,0,,,,,,,,,,,,,,,,,-1
七逃狼,石,木,线,叶,爪,139,30,4.50,39,50,20,37,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,0,1,1,4,101425,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
克克尔,石,木,线,叶,爪,140,30,4.50,44,45,20,37,150,11,0,90,10,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,7,100292,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
格尔顿,石,木,肉,鱼,米,141,28,4.50,27,37,18,17,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100307,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,21
奇拉顿,石,木,肉,鱼,米,142,23,4.50,28,27,23,19,270,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100308,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,21
齐尔格尔顿,石,木,肉,鱼,米,143,27,4.50,28,29,21,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100309,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,21
格尔格,石,木,肉,鱼,米,144,27,4.50,25,30,20,21,270,3,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100310,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,21
萨德迪比,水晶,白菜,葱,,,145,30,4.50,39,44,26,35,150,11,10,90,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101737,1,1,,700,700,,700,700,,700,700,,,,,,,,28
萨德斯凯,水晶,白菜,葱,,,146,30,4.50,27,53,23,36,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101736,1,1,,700,700,,700,700,,700,700,,,,,,,,28
佛克斯,饮用水,豆,肉,碳火,卵,147,23,4.50,28,31,23,36,300,-5,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101748,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
弗丽雅,水晶,白菜,葱,,,148,27,4.50,32,40,26,30,150,11,90,10,0,0,0,0,0,0,0,0,1,2,625,,,,,2,1,1,7,101743,1,1,,700,700,,700,700,,700,700,,,,,,,,28
弗丽露,水晶,白菜,葱,,,149,27,4.50,28,45,22,32,150,11,0,0,90,10,0,0,0,0,0,0,1,2,625,,,,,2,1,1,7,101744,1,1,,700,700,,700,700,,700,700,,,,,,,,28
怀沃夫,水晶,白菜,葱,,,150,27,4.50,33,49,21,36,150,11,0,90,10,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,5,101875,1,1,,700,700,,700,700,,700,700,,,,,,,,28
史威特,水晶,白菜,葱,,,151,30,4.50,39,44,26,35,150,11,10,90,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101737,0,1,,700,700,,700,700,,700,700,,,,,,,,28
史多罗,水晶,白菜,葱,,,152,30,4.50,27,53,23,36,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101736,0,1,,700,700,,700,700,,700,700,,,,,,,,28
库立克,水晶,白菜,葱,,,153,30,4.50,39,44,26,35,150,11,10,90,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101737,0,1,,700,700,,700,700,,700,700,,,,,,,,28
库纳库,水晶,白菜,葱,,,154,30,4.50,27,53,23,36,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101736,0,1,,700,700,,700,700,,700,700,,,,,,,,28
害羞鬼,桃,油,包心菜,香菇,梨,155,25,4.50,22,21,16,20,100,11,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,4,101283,0,0,,0,300,,0,300,,0,300,,0,300,,0,300,,-1
捣蛋鬼,桃,油,包心菜,香菇,梨,156,25,4.50,32,30,18,30,100,11,0,50,50,0,0,0,0,0,0,0,1,2,210,,,,,1,1,1,4,101283,0,0,,0,300,,0,300,,0,300,,0,300,,0,300,,-1
赖皮鬼,桃,油,包心菜,香菇,梨,157,25,4.50,32,30,18,30,100,11,0,50,50,0,0,0,0,0,0,0,1,2,210,610,611,,,1,1,1,4,101283,0,0,,0,300,,0,300,,0,300,,0,300,,0,300,,-1
顽皮鬼,桃,油,包心菜,香菇,梨,158,25,4.50,33,33,18,33,100,11,0,50,50,0,0,0,0,0,0,0,1,2,210,130,,,,1,1,1,4,101283,0,0,,0,300,,0,300,,0,300,,0,300,,0,300,,-1
大头鬼,石,木,肉,鱼,米,159,25,4.50,31,41,38,12,100,11,80,0,0,20,0,0,0,0,0,0,1,2,30,605,321,306,,1,1,1,4,101282,0,1,,0,300,,0,300,,0,300,,0,300,,0,300,,-1
伦迪,饮用水,豆,肉,碳火,卵,160,24,4.50,28,28,21,36,150,11,0,0,20,80,0,0,0,0,0,0,1,2,627,,,,,2,1,1,7,101761,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
新手贝鲁卡,肉,鱼,串,米,,161,17,4.00,16,20,13,22,100,5,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,3,3,4,100327,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
新手贝鲁伊卡,肉,鱼,串,米,,162,17,4.00,16,20,10,25,100,5,0,0,30,70,0,0,0,0,0,0,1,2,,,,,,0,3,3,4,100328,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
新手格鲁西斯,肉,鱼,串,米,,163,17,4.00,19,20,10,22,100,5,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,3,3,4,100329,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
新手金格萨贝鲁,石,木,肉,鱼,米,164,20,4.00,17,26,15,26,100,5,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,1,3,3,4,100330,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,23
奇朋菲德,石,木,线,加特洛,美鲁娜,165,33,4.50,27,41,29,28,150,0,80,20,0,0,0,0,-40,40,0,0,1,2,583,,,,,2,1,1,6,101762,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
奇朋亚斯,石,木,线,加特洛,美鲁娜,166,33,4.50,31,45,23,26,150,0,0,80,20,0,0,0,0,-40,0,0,1,2,583,,,,,2,1,1,6,101763,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
奇朋德美,石,木,线,加特洛,美鲁娜,167,33,4.50,24,48,22,31,150,0,0,0,80,20,0,0,0,0,-40,40,1,2,583,,,,,2,1,1,6,101764,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
奇朋洛依,石,木,线,加特洛,美鲁娜,168,33,4.50,23,41,25,36,150,0,20,0,0,80,0,40,0,0,0,0,1,2,583,,,,,2,1,1,6,101765,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
布尔摩,石,皮,线,肉,鱼,169,27,4.50,22,43,28,31,250,-1,0,0,80,20,0,0,0,0,0,0,1,2,541,,,,,1,1,1,5,101441,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
乌力王,饮用水,白菜,砂糖,苹果,米,170,26,4.50,32,40,25,30,150,11,10,90,0,0,0,0,0,0,0,0,1,2,631,,,,,2,1,1,7,101766,1,1,,1200,1200,,1200,1200,,1200,1200,,1200,1200,,1200,1200,,-1
修宝,鱼,米,卵,饮用水,油,171,18,4.50,26,28,25,16,270,-1,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,6,100319,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
卡拉宝斯,鱼,米,卵,饮用水,油,172,19,4.50,28,23,26,14,240,5,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,5,100320,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
布克布克,鱼,米,卵,饮用水,油,173,25,4.50,26,26,26,17,270,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,6,100321,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
多洛加,鱼,米,卵,饮用水,油,174,21,4.50,25,26,25,16,240,5,0,30,70,0,0,0,0,0,0,20,1,2,90,,,,,0,0,5,5,100322,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
布鲁宝,鱼,米,卵,饮用水,油,175,20,4.50,23,25,24,20,240,5,0,0,40,60,0,0,0,0,0,0,1,2,,,,,,0,0,5,5,100395,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
哈沃恩,水晶,白菜,葱,,,176,27,4.50,28,42,24,33,150,11,90,10,0,0,0,0,0,0,0,0,1,2,632,,,,,2,1,1,7,101768,1,1,,700,700,,700,700,,700,700,,,,,,,,9
哈沃斯,水晶,白菜,葱,,,177,27,4.50,25,47,19,35,150,11,0,0,90,10,0,0,0,0,0,0,1,2,632,,,,,2,1,1,7,101767,1,1,,700,700,,700,700,,700,700,,,,,,,,9
莱恩奇夫,木,皮,线,肉,米,178,27,4.50,27,47,22,35,150,3,0,0,80,20,0,0,0,0,0,0,1,2,636,,,,,0,5,0,7,101872,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,28
莱恩洛克,木,皮,线,肉,米,179,27,4.50,30,42,27,32,150,3,80,20,0,0,0,0,0,0,0,0,1,2,636,,,,,0,5,0,7,101873,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,28
卡克尔,石,木,皮,骨,牙,181,18,4.50,20,21,21,24,210,7,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100323,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
巴克,石,木,皮,骨,牙,182,20,4.50,17,26,19,27,210,7,0,0,40,60,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100324,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
鲍,石,木,皮,骨,牙,183,17,4.50,16,23,20,28,210,7,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100325,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
卡拉卡利,石,木,皮,骨,牙,184,17,4.50,15,23,23,26,210,7,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100326,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
贝鲁卡,肉,鱼,串,米,,191,24,4.50,23,28,17,25,240,5,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,3,3,7,100327,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
贝鲁伊卡,肉,鱼,串,米,,192,23,4.50,21,30,13,28,240,5,0,0,30,70,0,0,0,0,0,0,1,2,,,,,,0,3,3,7,100328,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
格鲁西斯,肉,鱼,串,米,,193,21,4.50,20,30,13,28,240,5,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,3,3,7,100329,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
金格萨贝鲁,石,木,肉,鱼,米,194,25,4.50,19,29,18,29,270,-1,30,0,0,70,0,0,0,0,0,0,1,2,40,,,,,1,3,3,7,100330,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,23
魔兽帖尼布,石,木,皮,,,195,40,5.00,34,54,36,37,150,11,70,0,0,30,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101493,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼贝,石,木,皮,,,196,40,5.00,41,53,30,37,150,11,30,70,0,0,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101494,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼恩,石,木,皮,,,197,40,5.00,35,56,29,41,150,11,0,30,70,0,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101495,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼斯,石,木,皮,,,198,40,5.00,34,52,29,46,150,11,0,0,30,70,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101496,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼布头目,石,木,皮,,,199,50,5.00,34,54,36,37,150,11,70,0,0,30,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101493,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼贝头目,石,木,皮,,,200,50,5.00,34,54,36,37,150,11,70,0,0,30,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101494,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼恩头目,石,木,皮,,,201,50,5.00,34,54,36,37,150,11,70,0,0,30,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101495,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
魔兽帖尼斯头目,石,木,皮,,,202,50,5.00,34,54,36,37,150,11,70,0,0,30,0,0,0,0,0,0,2,13,152,30,594,41,616,2,1,1,7,101496,0,1,,700,700,,700,700,,700,700,,,,,,,,-1
帖伊诺斯,石,皮,线,肉,鱼,203,36,4.50,26,46,23,36,200,-3,0,0,50,50,8,8,8,8,8,8,1,2,,,,,,2,5,5,7,101819,1,1,,1300,1300,,1300,1300,,1300,1300,,1300,1300,,1300,1300,,16
多利诺布斯,肉,鱼,串,盐,碳火,211,12,4.50,26,21,26,12,210,7,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100335,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
贝恩达斯,肉,鱼,串,盐,碳火,212,16,4.50,28,17,28,11,180,9,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100336,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
多利凯拉,肉,鱼,串,盐,碳火,213,18,4.50,27,18,28,10,180,9,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100337,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
多洛布斯,肉,鱼,串,盐,碳火,214,14,4.50,26,19,29,9,180,9,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100338,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
克邦凯斯,肉,串,盐,碳火,,221,18,4.50,27,27,16,14,180,9,40,60,0,0,0,0,0,0,0,0,1,,,,,,,0,5,0,6,100339,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
加克拉,肉,串,盐,碳火,,222,22,4.50,26,30,15,17,210,7,0,50,50,0,0,0,0,0,0,0,1,,,,,,,0,5,0,7,100340,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
加格,肉,串,盐,碳火,,223,23,4.50,32,30,15,17,300,7,0,100,0,0,0,0,0,0,0,0,1,50,,,,,,0,5,0,7,100341,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
邦恩吉,肉,串,盐,碳火,,224,16,4.50,28,26,15,14,210,9,20,80,0,0,0,0,0,0,20,0,1,100,,,,,,0,5,0,6,100342,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
奇卡洛斯,石,木,肉,鱼,米,231,28,4.50,28,29,30,18,300,1,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100343,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
奇娜,石,木,肉,鱼,米,232,24,4.50,33,28,31,11,300,1,40,60,0,0,0,0,0,20,0,0,1,2,80,,,,,0,5,0,7,100344,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
奇卡宝斯,石,木,肉,鱼,米,233,25,4.50,28,33,28,14,300,1,0,0,30,70,20,0,0,0,0,0,1,2,61,,,,,0,5,0,7,100345,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
卡卡金宝,石,木,肉,鱼,米,234,26,4.50,30,33,30,12,300,1,0,20,80,0,0,0,0,0,0,20,1,2,90,,,,,0,5,0,7,100346,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
邦奇,石,木,皮,骨,线,241,22,4.50,34,20,24,10,180,7,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,0,0,5,100347,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,13
姆伊,石,木,皮,骨,线,242,20,4.50,36,19,22,10,240,5,0,100,0,0,0,0,0,0,0,0,1,2,110,,,,,0,0,0,5,100348,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,13
海主人,石,木,皮,骨,线,243,21,4.50,34,19,26,9,180,7,20,80,0,0,0,0,0,0,0,0,1,2,110,,,,,0,0,0,5,100349,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,13
多鲁宝,石,木,皮,骨,线,244,24,4.50,33,23,24,10,240,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,0,6,100350,1,1,,600,600,,600,600,,600,600,,600,600,,600,600,,13
布洛多斯,石,木,肉,鱼,米,251,25,4.50,37,27,33,6,300,1,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100351,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,18
布林帖斯,石,木,肉,鱼,米,252,26,4.50,40,23,32,7,300,1,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100352,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,18
布拉奇多斯,石,木,肉,鱼,米,253,24,4.50,35,35,28,6,300,1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100353,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,18
斯天多斯,石,木,肉,鱼,米,254,28,4.50,40,25,35,5,300,1,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100354,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,18
邦恩多斯,石,木,肉,鱼,米,255,28,4.50,37,30,27,10,300,1,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100396,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,18
裘比斯,花枝,螃蟹,鳞,章鱼,鱼,256,100,9.00,36,29,26,18,250,0,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,7,101453,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
阿卡西斯,花枝,螃蟹,鳞,章鱼,鱼,257,100,9.00,34,31,26,18,250,0,0,0,80,20,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,7,101454,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
玛恩摩,石,木,肉,鱼,米,261,27,4.50,50,25,15,8,270,3,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100355,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,24
恩摩摩,石,木,肉,鱼,米,262,24,4.50,48,27,12,10,270,3,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100356,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,24
玛摩那斯,石,木,肉,鱼,米,263,26,4.50,51,25,12,10,270,3,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100357,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,24
玛恩摩洛斯,石,木,肉,鱼,米,264,25,4.50,51,29,16,14,300,1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100358,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,24
帖拉格恩,石,皮,线,肉,鱼,271,27,4.50,23,31,23,25,300,1,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,1,5,7,100359,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
洛卡伦恩,石,皮,线,肉,鱼,272,26,4.50,22,33,24,24,300,1,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,1,5,4,100360,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
加宝格恩,石,皮,线,肉,鱼,273,24,4.50,24,30,24,26,300,1,50,0,0,50,20,0,0,0,0,0,1,2,60,,,,,0,1,5,4,100361,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
朵拉比斯,石,皮,线,肉,鱼,274,23,4.50,24,31,20,30,300,1,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,1,5,4,100362,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
朵拉比斯,石,皮,线,肉,鱼,275,23,7.00,24,31,20,30,300,1,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,1,5,4,100362,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,9
火鸡,石,木,皮,线,牙,291,17,4.50,19,18,10,33,180,9,0,0,30,70,0,0,0,0,0,0,1,,,,,,,0,3,1,6,100367,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,25
克克洛斯,石,木,皮,线,牙,292,20,4.50,18,22,10,35,210,7,0,0,0,100,0,0,0,0,0,0,1,120,,,,,,0,5,2,7,100368,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,25
霍尔克,石,木,皮,线,牙,293,18,4.50,20,16,12,33,180,9,30,0,0,70,0,0,0,0,0,0,1,,,,,,,0,3,1,6,100369,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,25
奇宝,石,木,皮,线,牙,294,20,4.50,17,23,11,33,180,9,0,0,80,20,0,0,0,0,0,0,1,,,,,,,0,3,1,7,100370,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,25
奥卡洛斯,石,皮,线,肉,鱼,301,25,4.50,26,29,28,20,300,1,60,40,0,0,0,0,0,0,0,0,1,2,40,,,,,0,5,5,7,100371,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
左迪洛斯,石,皮,线,肉,鱼,302,26,4.50,28,30,22,22,300,1,0,80,20,0,0,0,0,0,0,0,1,2,40,,,,,0,5,5,7,100372,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
巴朵兰恩,石,皮,线,肉,鱼,303,27,4.50,23,37,20,25,300,1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,5,7,100373,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
帖拉所伊朵,石,皮,线,肉,鱼,304,28,4.50,23,35,25,21,300,-3,0,0,50,50,0,0,0,0,0,0,1,2,30,,,,,2,1,2,6,100374,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
布伊德,石,木,骨,肉,米,311,26,4.50,19,22,25,29,270,-1,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100375,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,26
摩娜西普,石,骨,肉,米,,312,25,4.50,23,23,24,28,270,-1,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100376,1,1,,300,300,,300,300,,300,300,,300,300,,,,,26
卡伊霍恩,石,骨,肉,米,,313,28,4.50,18,26,24,29,270,-1,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100377,1,1,,300,300,,300,300,,300,300,,300,300,,,,,26
拉伊霍恩,石,骨,肉,米,,314,30,4.50,20,25,25,30,300,-3,50,50,0,0,5,5,5,5,5,5,1,2,,,,,,2,0,5,7,100378,1,1,,300,300,,300,300,,300,300,,300,300,,,,,26
邦达霍恩,石,骨,肉,米,,315,30,4.50,20,28,20,32,300,-3,0,0,50,50,5,5,5,5,5,5,1,2,,,,,,2,0,5,7,100430,1,1,,300,300,,300,300,,300,300,,300,300,,,,,26
史多拉奇顿,石,木,骨,肉,米,321,21,4.50,34,19,23,19,270,3,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100379,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,14
萨美洛斯,石,木,骨,肉,米,322,20,4.50,36,20,23,21,300,1,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100380,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,14
阿利给洛斯,石,木,骨,肉,米,323,26,4.50,33,19,25,18,270,3,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100381,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,14
达伊诺洛斯,石,木,骨,肉,米,324,24,4.50,33,23,22,22,300,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,5,100382,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,14
拉可拉斯,石,木,骨,肉,米,325,23,4.50,34,21,22,20,270,3,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,4,100383,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,14
邦洛洛克斯,石,皮,骨,线,牙,331,22,4.50,24,19,24,18,210,7,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100384,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,20
兰贝鲁斯,石,皮,骨,线,牙,332,21,4.50,26,21,21,22,240,5,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100385,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,20
